ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2
train_one_shot.gl.27.3,lume lento,None,GL,"Na xira de abril e maio de 2015 comprobouse que o libro de Luna segue sendo o mesmo: o que empezou a escribir Wareham tras a disolución da súa anterior banda, Galaxie 500, e co que se dedicou, a través de sete discos de estudio e un en directo -entre 1992 e 2005-, a levar a terreos con máis pulsacións e máis afilados as cancións elípticas e envolventes da súa citada banda previa, esas nas que Wareham aportaba unha voz de tenor planeadora e texturas de guitarra a lume lento.","Na xira de abril e maio de 2015 comprobouse que o libro de Luna segue sendo o mesmo: o que empezou a escribir Wareham tras a disolución da súa anterior banda, Galaxie 500, e co que se dedicou, a través de sete discos de estudio e un en directo -entre 1992 e 2005-, a levar a terreos con máis pulsacións e máis afilados as cancións elípticas e envolventes da súa citada banda previa, esas nas que Wareham aportaba unha voz de tenor planeadora e texturas de guitarra a pouca temperatura.",None,"Na xira de abril e maio de 2015 comprobouse que o libro de Luna segue sendo o mesmo: o que empezou a escribir Wareham tras a disolución da súa anterior banda, Galaxie 500, e co que se dedicou, a través de sete discos de estudio e un en directo -entre 1992 e 2005-, a levar a terreos con máis pulsacións e máis afilados as cancións elípticas e envolventes da súa citada banda previa, esas nas que Wareham aportaba unha voz de tenor planeadora e texturas de guitarra a a pouca velocidade.","Na xira de abril e maio de 2015 comprobouse que o libro de Luna segue sendo o mesmo: o que empezou a escribir Wareham tras a disolución da súa anterior banda, Galaxie 500, e co que se dedicou, a través de sete discos de estudio e un en directo -entre 1992 e 2005-, a levar a terreos con máis pulsacións e máis afilados as cancións elípticas e envolventes da súa citada banda previa, esas nas que Wareham aportaba unha voz de tenor planeadora e texturas de guitarra a pouca temperatura."
train_one_shot.gl.28.1,luz verde,None,GL,Os rubís son corindóns que conteñen impurezas de cromo que absorben a luz verde amarelada e dan lugar a unha cor vermella rubí máis intensa canto máior é o contido de cromo.,Os rubís son corindóns que conteñen impurezas de cromo que absorben a iluminación verde amarelada e dan lugar a unha cor vermella rubí máis intensa canto máior é o contido de cromo.,1,,
train_one_shot.gl.28.2,luz verde,None,GL,Os rubís son corindóns que conteñen impurezas de cromo que absorben a luz verde amarelada e dan lugar a unha cor vermella rubí máis intensa canto máior é o contido de cromo.,Os rubís son corindóns que conteñen impurezas de cromo que absorben a aprobación amarelada e dan lugar a unha cor vermella rubí máis intensa canto máior é o contido de cromo.,None,Os rubís son corindóns que conteñen impurezas de cromo que absorben a iluminación verde amarelada e dan lugar a unha cor vermella rubí máis intensa canto máior é o contido de cromo.,Os rubís son corindóns que conteñen impurezas de cromo que absorben a aprobación amarelada e dan lugar a unha cor vermella rubí máis intensa canto máior é o contido de cromo.
train_one_shot.gl.28.3,luz verde,None,GL,O PNV dá a luz verde aos orzamentos de Rajoy o mesmo día que pacta con Bildu o novo status para Euskadi,O PNV dá a aprobación aos orzamentos de Rajoy o mesmo día que pacta con Bildu o novo status para Euskadi,1,,
train_one_shot.gl.28.4,luz verde,None,GL,O PNV dá a luz verde aos orzamentos de Rajoy o mesmo día que pacta con Bildu o novo status para Euskadi,O PNV dá a iluminación verde aos orzamentos de Rajoy o mesmo día que pacta con Bildu o novo status para Euskadi,None,O PNV dá a aprobación aos orzamentos de Rajoy o mesmo día que pacta con Bildu o novo status para Euskadi,O PNV dá a iluminación verde aos orzamentos de Rajoy o mesmo día que pacta con Bildu o novo status para Euskadi
train_one_shot.gl.29.1,luz vermella,None,GL,"Non hai ningún aliado onde as relacións oficiais con Taiwán estean en luz vermella, dixo David Lee.","Non hai ningún aliado onde as relacións oficiais con Taiwán estean en sospeita, dixo David Lee.",1,,
train_one_shot.gl.29.2,luz vermella,None,GL,"Non hai ningún aliado onde as relacións oficiais con Taiwán estean en luz vermella, dixo David Lee.","Non hai ningún aliado onde as relacións oficiais con Taiwán estean en iluminación encarnada, dixo David Lee.",None,"Non hai ningún aliado onde as relacións oficiais con Taiwán estean en sospeita, dixo David Lee.","Non hai ningún aliado onde as relacións oficiais con Taiwán estean en iluminación encarnada, dixo David Lee."
train_one_shot.gl.29.3,luz vermella,None,GL,"Non hai ningún aliado onde as relacións oficiais con Taiwán estean en luz vermella, dixo David Lee.","Non hai ningún aliado onde as relacións oficiais con Taiwán estean en prohibición, dixo David Lee.",None,"Non hai ningún aliado onde as relacións oficiais con Taiwán estean en sospeita, dixo David Lee.","Non hai ningún aliado onde as relacións oficiais con Taiwán estean en prohibición, dixo David Lee."
train_one_shot.gl.29.4,luz vermella,None,GL,"[17] Ademais, se se observa unha mestura de luz vermella e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.","[17] Ademais, se se observa unha mestura de iluminación encarnada e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.",1,,
train_one_shot.gl.29.5,luz vermella,None,GL,"[17] Ademais, se se observa unha mestura de luz vermella e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.","[17] Ademais, se se observa unha mestura de prohibición e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.",None,"[17] Ademais, se se observa unha mestura de iluminación encarnada e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.","[17] Ademais, se se observa unha mestura de prohibición e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos."
train_one_shot.gl.29.6,luz vermella,None,GL,"[17] Ademais, se se observa unha mestura de luz vermella e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.","[17] Ademais, se se observa unha mestura de sospeita e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.",None,"[17] Ademais, se se observa unha mestura de iluminación encarnada e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos.","[17] Ademais, se se observa unha mestura de sospeita e azul (ao ver luz branca a través dun filrtro dicroico), o punto do foco foveal terá unha mancha vermella central rodeada dalgúns bordos vermellos."
train_one_shot.gl.30.1,masa salarial,None,GL,"Resolver as alegacións presentadas e se procede aprobar definitivamente o orzamento xeral para o exercicio 2018, as bases de execución do orzamento, límite de gasto non financieiro para o exercicio 2018, cadro de persoal e a masa salarial do persoal laboral do Concello de Oroso.","Resolver as alegacións presentadas e se procede aprobar definitivamente o orzamento xeral para o exercicio 2018, as bases de execución do orzamento, límite de gasto non financieiro para o exercicio 2018, cadro de persoal e a conxunto de retribucións do persoal laboral do Concello de Oroso.",1,,
train_one_shot.gl.30.2,masa salarial,None,GL,"Resolver as alegacións presentadas e se procede aprobar definitivamente o orzamento xeral para o exercicio 2018, as bases de execución do orzamento, límite de gasto non financieiro para o exercicio 2018, cadro de persoal e a masa salarial do persoal laboral do Concello de Oroso.","Resolver as alegacións presentadas e se procede aprobar definitivamente o orzamento xeral para o exercicio 2018, as bases de execución do orzamento, límite de gasto non financieiro para o exercicio 2018, cadro de persoal e a acumulación económica do persoal laboral do Concello de Oroso.",None,"Resolver as alegacións presentadas e se procede aprobar definitivamente o orzamento xeral para o exercicio 2018, as bases de execución do orzamento, límite de gasto non financieiro para o exercicio 2018, cadro de persoal e a conxunto de retribucións do persoal laboral do Concello de Oroso.","Resolver as alegacións presentadas e se procede aprobar definitivamente o orzamento xeral para o exercicio 2018, as bases de execución do orzamento, límite de gasto non financieiro para o exercicio 2018, cadro de persoal e a acumulación económica do persoal laboral do Concello de Oroso."
train_one_shot.gl.31.1,materia escura,None,GL,Tamén din os físicos que a materia escura é a maioría inmensa do universo que habitamos.,Tamén din os físicos que a materia cósmica descoñecida é a maioría inmensa do universo que habitamos.,1,,
train_one_shot.gl.31.2,materia escura,None,GL,Tamén din os físicos que a materia escura é a maioría inmensa do universo que habitamos.,Tamén din os físicos que a material negro é a maioría inmensa do universo que habitamos.,None,Tamén din os físicos que a materia cósmica descoñecida é a maioría inmensa do universo que habitamos.,Tamén din os físicos que a material negro é a maioría inmensa do universo que habitamos.
train_one_shot.gl.32.1,memoria viva,None,GL,"Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a memoria viva de daquela.","Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a recordos populares de daquela.",1,,
train_one_shot.gl.32.2,memoria viva,None,GL,"Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a memoria viva de daquela.","Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a lembranza vivente de daquela.",None,"Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a recordos populares de daquela.","Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a lembranza vivente de daquela."
train_one_shot.gl.32.3,memoria viva,None,GL,"Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a memoria viva de daquela.","Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a personalidade relevante viva de daquela.",None,"Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a recordos populares de daquela.","Esta experiencia que xa moi poucos lembramos de pertiño, merece ser posta no seu haber con letras grandes, relatala con testemuños polo miúdo e de completo, antes de que desaparezamos os poucos que temos aínda a personalidade relevante viva de daquela."
train_one_shot.gl.32.4,memoria viva,None,GL,"Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a memoria viva dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.","Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a lembranza vivente dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.",1,,
train_one_shot.gl.32.5,memoria viva,None,GL,"Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a memoria viva dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.","Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a recordos populares dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.",None,"Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a lembranza vivente dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.","Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a recordos populares dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses."
train_one_shot.gl.32.6,memoria viva,None,GL,"Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a memoria viva dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.","Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a personalidade relevante viva dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.",None,"Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a lembranza vivente dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses.","Hoxe en día segue producindo pan de trigo, millo e centeo do país e, aínda que non ten certificacións de pan ecolóxico, nin vende por internet, si é a personalidade relevante viva dunha tradición que abastece de fariña do país a boa parte dos fornos lucenses."
train_one_shot.gl.33.1,monte baixo,None,GL,"Son animales excepcionalmente recios, vigorosos, resistentes á fatiga e de gran fortaleza física, frugais na súa alimentación, adaptados ó monte baixo e ó sotobosque de Galicia.","Son animales excepcionalmente recios, vigorosos, resistentes á fatiga e de gran fortaleza física, frugais na súa alimentación, adaptados ó monte con arbustos e ó sotobosque de Galicia.",1,,
train_one_shot.gl.33.2,monte baixo,None,GL,"Son animales excepcionalmente recios, vigorosos, resistentes á fatiga e de gran fortaleza física, frugais na súa alimentación, adaptados ó monte baixo e ó sotobosque de Galicia.","Son animales excepcionalmente recios, vigorosos, resistentes á fatiga e de gran fortaleza física, frugais na súa alimentación, adaptados ó monte de pouca altitude e ó sotobosque de Galicia.",None,"Son animales excepcionalmente recios, vigorosos, resistentes á fatiga e de gran fortaleza física, frugais na súa alimentación, adaptados ó monte con arbustos e ó sotobosque de Galicia.","Son animales excepcionalmente recios, vigorosos, resistentes á fatiga e de gran fortaleza física, frugais na súa alimentación, adaptados ó monte de pouca altitude e ó sotobosque de Galicia."
train_one_shot.gl.34.1,órgano central,None,GL,"Nada no corpo humano é azaroso, e tampouco o é a posición do órgano central dosistema cardiovascular.","Nada no corpo humano é azaroso, e tampouco o é a posición do órgano do corpo dosistema cardiovascular.",1,,
train_one_shot.gl.34.2,órgano central,None,GL,"Nada no corpo humano é azaroso, e tampouco o é a posición do órgano central dosistema cardiovascular.","Nada no corpo humano é azaroso, e tampouco o é a posición do institución principal dosistema cardiovascular.",None,"Nada no corpo humano é azaroso, e tampouco o é a posición do órgano do corpo dosistema cardiovascular.","Nada no corpo humano é azaroso, e tampouco o é a posición do institución principal dosistema cardiovascular."
train_one_shot.gl.34.3,órgano central,None,GL,"Nada no corpo humano é azaroso, e tampouco o é a posición do órgano central dosistema cardiovascular.","Nada no corpo humano é azaroso, e tampouco o é a posición do instrumento máis importante dosistema cardiovascular.",None,"Nada no corpo humano é azaroso, e tampouco o é a posición do órgano do corpo dosistema cardiovascular.","Nada no corpo humano é azaroso, e tampouco o é a posición do instrumento máis importante dosistema cardiovascular."
train_one_shot.gl.34.4,órgano central,None,GL,"Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no órgano central do movemento espartaquista.","Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no institución principal do movemento espartaquista.",1,,
train_one_shot.gl.34.5,órgano central,None,GL,"Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no órgano central do movemento espartaquista.","Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no órgano do corpo do movemento espartaquista.",None,"Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no institución principal do movemento espartaquista.","Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no órgano do corpo do movemento espartaquista."
train_one_shot.gl.34.6,órgano central,None,GL,"Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no órgano central do movemento espartaquista.","Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no instrumento máis importante do movemento espartaquista.",None,"Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no institución principal do movemento espartaquista.","Durante a Revolución Alemá de 1918 fundou o xornal Die Rote Fahne (A Bandeira Vermella), que se converteu no instrumento máis importante do movemento espartaquista."
train_one_shot.gl.35.1,paseo marítimo,None,GL,Hai un paseo marítimo que rodea a praia e chega ata Algorta.,Hai un camiño construído à beiramar que rodea a praia e chega ata Algorta.,1,,
train_one_shot.gl.35.2,paseo marítimo,None,GL,Hai un paseo marítimo que rodea a praia e chega ata Algorta.,Hai un paseo polo mar que rodea a praia e chega ata Algorta.,None,Hai un camiño construído à beiramar que rodea a praia e chega ata Algorta.,Hai un paseo polo mar que rodea a praia e chega ata Algorta.
train_one_shot.gl.36.1,pegada ecolóxica,None,GL,"Durante todo o día haberá postos de venta de produtos de comercio xusto e actividades infantís e obradorios de globoflexia, de cálculo da pegada ecolóxica, de creación de chaveiros con materiais reutilizados, xogos tradicionais...","Durante todo o día haberá postos de venta de produtos de comercio xusto e actividades infantís e obradorios de globoflexia, de cálculo da indicador de sustentabilidade, de creación de chaveiros con materiais reutilizados, xogos tradicionais...",1,,
train_one_shot.gl.36.2,pegada ecolóxica,None,GL,"Durante todo o día haberá postos de venta de produtos de comercio xusto e actividades infantís e obradorios de globoflexia, de cálculo da pegada ecolóxica, de creación de chaveiros con materiais reutilizados, xogos tradicionais...","Durante todo o día haberá postos de venta de produtos de comercio xusto e actividades infantís e obradorios de globoflexia, de cálculo da pisada natural, de creación de chaveiros con materiais reutilizados, xogos tradicionais...",None,"Durante todo o día haberá postos de venta de produtos de comercio xusto e actividades infantís e obradorios de globoflexia, de cálculo da indicador de sustentabilidade, de creación de chaveiros con materiais reutilizados, xogos tradicionais...","Durante todo o día haberá postos de venta de produtos de comercio xusto e actividades infantís e obradorios de globoflexia, de cálculo da pisada natural, de creación de chaveiros con materiais reutilizados, xogos tradicionais..."
train_one_shot.gl.37.1,poboación activa,None,GL,"O 40,2% da poboación activa en España sofre desemprego, subemprego ou precariedade.","O 40,2% da persoas que poden traballar en España sofre desemprego, subemprego ou precariedade.",1,,
train_one_shot.gl.37.2,poboación activa,None,GL,"O 40,2% da poboación activa en España sofre desemprego, subemprego ou precariedade.","O 40,2% da poboamento animado en España sofre desemprego, subemprego ou precariedade.",None,"O 40,2% da persoas que poden traballar en España sofre desemprego, subemprego ou precariedade.","O 40,2% da poboamento animado en España sofre desemprego, subemprego ou precariedade."
train_one_shot.gl.38.1,porta grande,None,GL,"Á esquerda da porta grande, en terra, observamos a tumba de “Don Manuel López Vizcaíno.","Á esquerda da acceso amplo, en terra, observamos a tumba de “Don Manuel López Vizcaíno.",1,,
train_one_shot.gl.38.2,porta grande,None,GL,"Á esquerda da porta grande, en terra, observamos a tumba de “Don Manuel López Vizcaíno.","Á esquerda da alta reputación, en terra, observamos a tumba de “Don Manuel López Vizcaíno.",None,"Á esquerda da acceso amplo, en terra, observamos a tumba de “Don Manuel López Vizcaíno.","Á esquerda da alta reputación, en terra, observamos a tumba de “Don Manuel López Vizcaíno."
train_one_shot.gl.38.3,porta grande,None,GL,Os dous dominadores da Copa Galicia 2017 regresaron pola porta grande ao certame autonómico na súa quinta xornada.,Os dous dominadores da Copa Galicia 2017 regresaron pola alta reputación ao certame autonómico na súa quinta xornada.,1,,
train_one_shot.gl.38.4,porta grande,None,GL,Os dous dominadores da Copa Galicia 2017 regresaron pola porta grande ao certame autonómico na súa quinta xornada.,Os dous dominadores da Copa Galicia 2017 regresaron pola acceso amplo ao certame autonómico na súa quinta xornada.,None,Os dous dominadores da Copa Galicia 2017 regresaron pola alta reputación ao certame autonómico na súa quinta xornada.,Os dous dominadores da Copa Galicia 2017 regresaron pola acceso amplo ao certame autonómico na súa quinta xornada.
train_one_shot.gl.39.1,puntos fortes,None,GL,"Nuns días nos que se están a espallar os datos sobre a perda de galegofalantes, son de agradecer as visións optimistas; pero non dun optimismo inxenuo, senón daquel que nace da crenza no que se está a facer ben; daquel optimismo que busca os puntos fortes das malas novas, e sobre todo do optimismo que nace da razón e da procura do sentidiño común.","Nuns días nos que se están a espallar os datos sobre a perda de galegofalantes, son de agradecer as visións optimistas; pero non dun optimismo inxenuo, senón daquel que nace da crenza no que se está a facer ben; daquel optimismo que busca os virtude das malas novas, e sobre todo do optimismo que nace da razón e da procura do sentidiño común.",1,,
train_one_shot.gl.39.2,puntos fortes,None,GL,"Nuns días nos que se están a espallar os datos sobre a perda de galegofalantes, son de agradecer as visións optimistas; pero non dun optimismo inxenuo, senón daquel que nace da crenza no que se está a facer ben; daquel optimismo que busca os puntos fortes das malas novas, e sobre todo do optimismo que nace da razón e da procura do sentidiño común.","Nuns días nos que se están a espallar os datos sobre a perda de galegofalantes, son de agradecer as visións optimistas; pero non dun optimismo inxenuo, senón daquel que nace da crenza no que se está a facer ben; daquel optimismo que busca os lugar robusto das malas novas, e sobre todo do optimismo que nace da razón e da procura do sentidiño común.",None,"Nuns días nos que se están a espallar os datos sobre a perda de galegofalantes, son de agradecer as visións optimistas; pero non dun optimismo inxenuo, senón daquel que nace da crenza no que se está a facer ben; daquel optimismo que busca os virtude das malas novas, e sobre todo do optimismo que nace da razón e da procura do sentidiño común.","Nuns días nos que se están a espallar os datos sobre a perda de galegofalantes, son de agradecer as visións optimistas; pero non dun optimismo inxenuo, senón daquel que nace da crenza no que se está a facer ben; daquel optimismo que busca os lugar robusto das malas novas, e sobre todo do optimismo que nace da razón e da procura do sentidiño común."
train_one_shot.gl.40.1,puntos limpos,None,GL,"Na última parte do obradoiro fálase sobre os puntos limpos: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,....","Na última parte do obradoiro fálase sobre os depósito de residuos: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,....",1,,
train_one_shot.gl.40.2,puntos limpos,None,GL,"Na última parte do obradoiro fálase sobre os puntos limpos: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,....","Na última parte do obradoiro fálase sobre os lugar aseado: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,....",None,"Na última parte do obradoiro fálase sobre os depósito de residuos: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,....","Na última parte do obradoiro fálase sobre os lugar aseado: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,...."
train_one_shot.gl.41.1,puntos negros,None,GL,"“Segundo a Axencia Europea do Medio Ambiente, dos 21 puntos negros onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.","“Segundo a Axencia Europea do Medio Ambiente, dos 21 zona contaminada onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.",1,,
train_one_shot.gl.41.2,puntos negros,None,GL,"“Segundo a Axencia Europea do Medio Ambiente, dos 21 puntos negros onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.","“Segundo a Axencia Europea do Medio Ambiente, dos 21 mancha de cor negra onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.",None,"“Segundo a Axencia Europea do Medio Ambiente, dos 21 zona contaminada onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.","“Segundo a Axencia Europea do Medio Ambiente, dos 21 mancha de cor negra onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista."
train_one_shot.gl.41.3,puntos negros,None,GL,"“Segundo a Axencia Europea do Medio Ambiente, dos 21 puntos negros onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.","“Segundo a Axencia Europea do Medio Ambiente, dos 21 tramo de concentración de accidentes onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.",None,"“Segundo a Axencia Europea do Medio Ambiente, dos 21 zona contaminada onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.","“Segundo a Axencia Europea do Medio Ambiente, dos 21 tramo de concentración de accidentes onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista."
train_one_shot.gl.41.4,puntos negros,None,GL,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous puntos negros ovais.,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous mancha de cor negra ovais.,1,,
train_one_shot.gl.41.5,puntos negros,None,GL,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous puntos negros ovais.,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous tramo de concentración de accidentes ovais.,None,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous mancha de cor negra ovais.,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous tramo de concentración de accidentes ovais.
train_one_shot.gl.41.6,puntos negros,None,GL,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous puntos negros ovais.,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous zona contaminada ovais.,None,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous mancha de cor negra ovais.,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous zona contaminada ovais.
train_one_shot.gl.42.1,renda básica,None,GL,"En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da renda básica.","En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da subsidio esencial.",1,,
train_one_shot.gl.42.2,renda básica,None,GL,"En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da renda básica.","En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da rédito simple.",None,"En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da subsidio esencial.","En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da rédito simple."
train_one_shot.gl.43.1,salto cualitativo,None,GL,Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “salto cualitativo” que se traducirá nunha maior contratación e en máis encargos.,Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “avance importante” que se traducirá nunha maior contratación e en máis encargos.,1,,
train_one_shot.gl.43.2,salto cualitativo,None,GL,Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “salto cualitativo” que se traducirá nunha maior contratación e en máis encargos.,Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “brinco cualitativo” que se traducirá nunha maior contratación e en máis encargos.,None,Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “avance importante” que se traducirá nunha maior contratación e en máis encargos.,Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “brinco cualitativo” que se traducirá nunha maior contratación e en máis encargos.
train_one_shot.gl.44.1,tempos escuros,None,GL,Anos despois contáballe ás amizades as aventuras daqueles tempos escuros.,Anos despois contáballe ás amizades as aventuras daqueles período decadente.,1,,
train_one_shot.gl.44.2,tempos escuros,None,GL,Anos despois contáballe ás amizades as aventuras daqueles tempos escuros.,Anos despois contáballe ás amizades as aventuras daqueles momento sombrío.,None,Anos despois contáballe ás amizades as aventuras daqueles período decadente.,Anos despois contáballe ás amizades as aventuras daqueles momento sombrío.
train_one_shot.gl.45.1,tempo parcial,None,GL,"Así pois, máis do 90 por cento das persoas ocupadas a tempo parcial para atender aos fillos ou a persoas dependentes son mulleres.","Así pois, máis do 90 por cento das persoas ocupadas a compatibilización entre tarefas para atender aos fillos ou a persoas dependentes son mulleres.",1,,
